accession,comment,created,strain,organism,mol_type,isolation_source,db_xref,country,collection_date,collected_by,gi,length,other_seqids,updated,date,region,host,division,note,serotype,G,P
MN862216,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862216,Rotavirus A,genomic RNA,,taxon:28875,USA,2013,Douglas Marthaler,1877761294,981,"{'gb': ['MN862216.1'], 'gi': ['1877761294']}",27-JUL-2020,2020-07-27,North America,pig,Iowa,genotype: G9,G9,G9,None
MN862249,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862249,Rotavirus A,genomic RNA,,taxon:28875,USA,2014,Douglas Marthaler,1877761360,981,"{'gb': ['MN862249.1'], 'gi': ['1877761360']}",27-JUL-2020,2020-07-27,North America,pig,Oklahoma,genotype: G9,G9,G9,None
MN862273,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862273,Rotavirus A,genomic RNA,,taxon:28875,USA,2009,Douglas Marthaler,1877761408,981,"{'gb': ['MN862273.1'], 'gi': ['1877761408']}",27-JUL-2020,2020-07-27,North America,pig,Iowa,genotype: G11,G11,G11,None
MN862274,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862274,Rotavirus A,genomic RNA,,taxon:28875,USA,2009,Douglas Marthaler,1877761410,981,"{'gb': ['MN862274.1'], 'gi': ['1877761410']}",27-JUL-2020,2020-07-27,North America,pig,Nebraska,genotype: G11,G11,G11,None
MN862275,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862275,Rotavirus A,genomic RNA,,taxon:28875,USA,2010,Douglas Marthaler,1877761412,981,"{'gb': ['MN862275.1'], 'gi': ['1877761412']}",27-JUL-2020,2020-07-27,North America,pig,North Carolina,genotype: G11,G11,G11,None
MN862278,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862278,Rotavirus A,genomic RNA,,taxon:28875,USA,2014,Douglas Marthaler,1877761418,981,"{'gb': ['MN862278.1'], 'gi': ['1877761418']}",27-JUL-2020,2020-07-27,North America,pig,South Dakota,genotype: G11,G11,G11,None
MT274681,Sequencing Technology :: Sanger dideoxy sequencing,08-DEC-2020,MT274681,Bovine rotavirus A,genomic RNA,calf diarrhoea,taxon:35333,India,,Vandana Gupta,1939264314,981,"{'gb': ['MT274681.1'], 'gi': ['1939264314']}",10-DEC-2020,2020-12-10,Asia,bovine,,group: A,,,
LC590915,,11-DEC-2020,LC590915,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-04,,1942495981,981,"{'dbj': ['LC590915.1'], 'gi': ['1942495981']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590917,,11-DEC-2020,LC590917,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-04,,1942495998,981,"{'dbj': ['LC590917.1'], 'gi': ['1942495998']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590919,,11-DEC-2020,LC590919,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-03,,1942496019,981,"{'dbj': ['LC590919.1'], 'gi': ['1942496019']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590921,,11-DEC-2020,LC590921,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-03,,1942496039,981,"{'dbj': ['LC590921.1'], 'gi': ['1942496039']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590923,,11-DEC-2020,LC590923,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-03,,1942496058,981,"{'dbj': ['LC590923.1'], 'gi': ['1942496058']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590925,,11-DEC-2020,LC590925,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-03,,1942496077,981,"{'dbj': ['LC590925.1'], 'gi': ['1942496077']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590927,,11-DEC-2020,LC590927,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-03,,1942496098,981,"{'dbj': ['LC590927.1'], 'gi': ['1942496098']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590928,,11-DEC-2020,LC590928,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-03,,1942496110,981,"{'dbj': ['LC590928.1'], 'gi': ['1942496110']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590930,,11-DEC-2020,LC590930,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-05,,1942496132,981,"{'dbj': ['LC590930.1'], 'gi': ['1942496132']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590932,,11-DEC-2020,LC590932,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-02,,1942496150,981,"{'dbj': ['LC590932.1'], 'gi': ['1942496150']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590933,,11-DEC-2020,LC590933,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-07,,1942496161,981,"{'dbj': ['LC590933.1'], 'gi': ['1942496161']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590935,,11-DEC-2020,LC590935,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-08,,1942496180,981,"{'dbj': ['LC590935.1'], 'gi': ['1942496180']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590937,,11-DEC-2020,LC590937,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-08,,1942496200,981,"{'dbj': ['LC590937.1'], 'gi': ['1942496200']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590939,,11-DEC-2020,LC590939,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-12,,1942496223,981,"{'dbj': ['LC590939.1'], 'gi': ['1942496223']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590941,,11-DEC-2020,LC590941,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-12,,1942496243,981,"{'dbj': ['LC590941.1'], 'gi': ['1942496243']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590943,,11-DEC-2020,LC590943,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-03,,1942496263,981,"{'dbj': ['LC590943.1'], 'gi': ['1942496263']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590945,,11-DEC-2020,LC590945,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-03,,1942496280,981,"{'dbj': ['LC590945.1'], 'gi': ['1942496280']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590947,,11-DEC-2020,LC590947,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-03,,1942496302,981,"{'dbj': ['LC590947.1'], 'gi': ['1942496302']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590949,,11-DEC-2020,LC590949,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-03,,1942496327,981,"{'dbj': ['LC590949.1'], 'gi': ['1942496327']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590951,,11-DEC-2020,LC590951,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-03,,1942496345,981,"{'dbj': ['LC590951.1'], 'gi': ['1942496345']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590953,,11-DEC-2020,LC590953,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-03,,1942496367,981,"{'dbj': ['LC590953.1'], 'gi': ['1942496367']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590955,,11-DEC-2020,LC590955,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-03,,1942496387,981,"{'dbj': ['LC590955.1'], 'gi': ['1942496387']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590957,,11-DEC-2020,LC590957,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-03,,1942496407,981,"{'dbj': ['LC590957.1'], 'gi': ['1942496407']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590959,,11-DEC-2020,LC590959,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-03,,1942496428,981,"{'dbj': ['LC590959.1'], 'gi': ['1942496428']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590961,,11-DEC-2020,LC590961,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-04,,1942496447,981,"{'dbj': ['LC590961.1'], 'gi': ['1942496447']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590963,,11-DEC-2020,LC590963,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-04,,1942496470,981,"{'dbj': ['LC590963.1'], 'gi': ['1942496470']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC590965,,11-DEC-2020,LC590965,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-12,,1942496493,981,"{'dbj': ['LC590965.1'], 'gi': ['1942496493']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Shizuoka,,,,
LC590967,,11-DEC-2020,LC590967,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-10,,1942496513,981,"{'dbj': ['LC590967.1'], 'gi': ['1942496513']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590969,,11-DEC-2020,LC590969,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-11,,1942496529,981,"{'dbj': ['LC590969.1'], 'gi': ['1942496529']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590971,,11-DEC-2020,LC590971,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-01,,1942496549,981,"{'dbj': ['LC590971.1'], 'gi': ['1942496549']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590973,,11-DEC-2020,LC590973,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-11,,1942496571,981,"{'dbj': ['LC590973.1'], 'gi': ['1942496571']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Shimane,,,,
LC590975,,11-DEC-2020,LC590975,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-01,,1942496591,981,"{'dbj': ['LC590975.1'], 'gi': ['1942496591']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Shimane,,,,
LC590977,,11-DEC-2020,LC590977,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-03,,1942496613,981,"{'dbj': ['LC590977.1'], 'gi': ['1942496613']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Shimane,,,,
LC590979,,11-DEC-2020,LC590979,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-06,,1942496634,981,"{'dbj': ['LC590979.1'], 'gi': ['1942496634']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Kagawa,,,,
LC590981,,11-DEC-2020,LC590981,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-07,,1942496658,981,"{'dbj': ['LC590981.1'], 'gi': ['1942496658']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Kagawa,,,,
LC590982,,11-DEC-2020,LC590982,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2018-04,,1942496668,981,"{'dbj': ['LC590982.1'], 'gi': ['1942496668']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590984,,11-DEC-2020,LC590984,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-01,,1942496688,981,"{'dbj': ['LC590984.1'], 'gi': ['1942496688']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590986,,11-DEC-2020,LC590986,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-02,,1942496712,981,"{'dbj': ['LC590986.1'], 'gi': ['1942496712']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590988,,11-DEC-2020,LC590988,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-01,,1942496734,981,"{'dbj': ['LC590988.1'], 'gi': ['1942496734']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590990,,11-DEC-2020,LC590990,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-01,,1942496759,981,"{'dbj': ['LC590990.1'], 'gi': ['1942496759']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590992,,11-DEC-2020,LC590992,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-01,,1942496782,981,"{'dbj': ['LC590992.1'], 'gi': ['1942496782']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590994,,11-DEC-2020,LC590994,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-02,,1942496802,981,"{'dbj': ['LC590994.1'], 'gi': ['1942496802']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590996,,11-DEC-2020,LC590996,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-02,,1942496822,981,"{'dbj': ['LC590996.1'], 'gi': ['1942496822']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC590998,,11-DEC-2020,LC590998,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-01,,1942496843,981,"{'dbj': ['LC590998.1'], 'gi': ['1942496843']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591000,,11-DEC-2020,LC591000,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-01,,1942496864,981,"{'dbj': ['LC591000.1'], 'gi': ['1942496864']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591004,,11-DEC-2020,LC591004,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-02,,1942496902,981,"{'dbj': ['LC591004.1'], 'gi': ['1942496902']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591006,,11-DEC-2020,LC591006,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-02,,1942496921,981,"{'dbj': ['LC591006.1'], 'gi': ['1942496921']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591008,,11-DEC-2020,LC591008,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-03,,1942496939,981,"{'dbj': ['LC591008.1'], 'gi': ['1942496939']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591012,,11-DEC-2020,LC591012,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-03,,1942496979,981,"{'dbj': ['LC591012.1'], 'gi': ['1942496979']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591013,,11-DEC-2020,LC591013,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-03,,1942496991,981,"{'dbj': ['LC591013.1'], 'gi': ['1942496991']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591015,,11-DEC-2020,LC591015,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-04,,1942497010,981,"{'dbj': ['LC591015.1'], 'gi': ['1942497010']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591017,,11-DEC-2020,LC591017,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-04,,1942497031,981,"{'dbj': ['LC591017.1'], 'gi': ['1942497031']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591019,,11-DEC-2020,LC591019,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-04,,1942497052,981,"{'dbj': ['LC591019.1'], 'gi': ['1942497052']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591021,,11-DEC-2020,LC591021,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-05,,1942497072,981,"{'dbj': ['LC591021.1'], 'gi': ['1942497072']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591023,,11-DEC-2020,LC591023,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-05,,1942497096,981,"{'dbj': ['LC591023.1'], 'gi': ['1942497096']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591024,,11-DEC-2020,LC591024,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-05,,1942497103,981,"{'dbj': ['LC591024.1'], 'gi': ['1942497103']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591026,,11-DEC-2020,LC591026,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-07,,1942497122,981,"{'dbj': ['LC591026.1'], 'gi': ['1942497122']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591028,,11-DEC-2020,LC591028,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-07,,1942497141,981,"{'dbj': ['LC591028.1'], 'gi': ['1942497141']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591030,,11-DEC-2020,LC591030,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-07,,1942497160,981,"{'dbj': ['LC591030.1'], 'gi': ['1942497160']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591032,,11-DEC-2020,LC591032,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-08,,1942497181,981,"{'dbj': ['LC591032.1'], 'gi': ['1942497181']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Fukushima,,,,
LC591034,,11-DEC-2020,LC591034,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-08,,1942497200,981,"{'dbj': ['LC591034.1'], 'gi': ['1942497200']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Fukushima,,,,
LC591036,,11-DEC-2020,LC591036,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-08,,1942497222,981,"{'dbj': ['LC591036.1'], 'gi': ['1942497222']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Fukushima,,,,
LC591038,,11-DEC-2020,LC591038,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-08,,1942497242,981,"{'dbj': ['LC591038.1'], 'gi': ['1942497242']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Fukushima,,,,
LC591040,,11-DEC-2020,LC591040,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-08,,1942497263,981,"{'dbj': ['LC591040.1'], 'gi': ['1942497263']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Fukushima,,,,
LC591042,,11-DEC-2020,LC591042,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-07,,1942497276,981,"{'dbj': ['LC591042.1'], 'gi': ['1942497276']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC591048,,11-DEC-2020,LC591048,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-09,,1942497328,981,"{'dbj': ['LC591048.1'], 'gi': ['1942497328']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC591050,,11-DEC-2020,LC591050,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-10,,1942497349,981,"{'dbj': ['LC591050.1'], 'gi': ['1942497349']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591052,,11-DEC-2020,LC591052,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-10,,1942497367,981,"{'dbj': ['LC591052.1'], 'gi': ['1942497367']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591054,,11-DEC-2020,LC591054,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-10,,1942497390,981,"{'dbj': ['LC591054.1'], 'gi': ['1942497390']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591056,,11-DEC-2020,LC591056,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-10,,1942497416,981,"{'dbj': ['LC591056.1'], 'gi': ['1942497416']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591058,,11-DEC-2020,LC591058,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-11,,1942497447,981,"{'dbj': ['LC591058.1'], 'gi': ['1942497447']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591060,,11-DEC-2020,LC591060,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-01,,1942497467,981,"{'dbj': ['LC591060.1'], 'gi': ['1942497467']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591062,,11-DEC-2020,LC591062,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-12,,1942497487,981,"{'dbj': ['LC591062.1'], 'gi': ['1942497487']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591064,,11-DEC-2020,LC591064,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-01,,1942497510,981,"{'dbj': ['LC591064.1'], 'gi': ['1942497510']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591066,,11-DEC-2020,LC591066,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-02,,1942497532,981,"{'dbj': ['LC591066.1'], 'gi': ['1942497532']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591068,,11-DEC-2020,LC591068,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-02,,1942497553,981,"{'dbj': ['LC591068.1'], 'gi': ['1942497553']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591070,,11-DEC-2020,LC591070,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-02,,1942497573,981,"{'dbj': ['LC591070.1'], 'gi': ['1942497573']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591072,,11-DEC-2020,LC591072,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-05,,1942497592,981,"{'dbj': ['LC591072.1'], 'gi': ['1942497592']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Hokkaido,,,,
LC591077,,11-DEC-2020,LC591077,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-03,,1942497648,981,"{'dbj': ['LC591077.1'], 'gi': ['1942497648']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Fukushima,,,,
LC591080,,11-DEC-2020,LC591080,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-02,,1942497679,981,"{'dbj': ['LC591080.1'], 'gi': ['1942497679']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Miyazaki,,,,
LC591082,,11-DEC-2020,LC591082,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-02,,1942497700,981,"{'dbj': ['LC591082.1'], 'gi': ['1942497700']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Miyazaki,,,,
LC591084,,11-DEC-2020,LC591084,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-03,,1942497720,981,"{'dbj': ['LC591084.1'], 'gi': ['1942497720']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Kagoshima,,,,
LC591086,,11-DEC-2020,LC591086,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2019-12,,1942497741,981,"{'dbj': ['LC591086.1'], 'gi': ['1942497741']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC591089,,11-DEC-2020,LC591089,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-04,,1942497770,981,"{'dbj': ['LC591089.1'], 'gi': ['1942497770']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC591091,,11-DEC-2020,LC591091,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-04,,1942497790,981,"{'dbj': ['LC591091.1'], 'gi': ['1942497790']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC591093,,11-DEC-2020,LC591093,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-04,,1942497810,981,"{'dbj': ['LC591093.1'], 'gi': ['1942497810']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC591095,,11-DEC-2020,LC591095,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-04,,1942497837,981,"{'dbj': ['LC591095.1'], 'gi': ['1942497837']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC591096,,11-DEC-2020,LC591096,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-04,,1942497849,981,"{'dbj': ['LC591096.1'], 'gi': ['1942497849']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC591098,,11-DEC-2020,LC591098,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-04,,1942497870,981,"{'dbj': ['LC591098.1'], 'gi': ['1942497870']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC591100,,11-DEC-2020,LC591100,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-05,,1942497894,981,"{'dbj': ['LC591100.1'], 'gi': ['1942497894']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
LC499661,,27-JAN-2021,LC499661,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-04,,1965873341,981,"{'dbj': ['LC499661.1'], 'gi': ['1965873341']}",27-JAN-2021,2021-01-27,Asia,Bos taurus,Hokkaido,,,,
LC499662,,27-JAN-2021,LC499662,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-04,,1965873347,981,"{'dbj': ['LC499662.1'], 'gi': ['1965873347']}",27-JAN-2021,2021-01-27,Asia,Bos taurus,Hokkaido,,,,
LC499663,,27-JAN-2021,LC499663,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-03,,1965873351,981,"{'dbj': ['LC499663.1'], 'gi': ['1965873351']}",27-JAN-2021,2021-01-27,Asia,Bos taurus,Hokkaido,,,,
LC499664,,27-JAN-2021,LC499664,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2017-03,,1965873356,981,"{'dbj': ['LC499664.1'], 'gi': ['1965873356']}",27-JAN-2021,2021-01-27,Asia,Bos taurus,Hokkaido,,,,
